date,text
2021-07-19 12:05:12+00:00,"  Is 57 a prime number? There’s a game for that.  A prime number is a whole number that can only be divided by 1 and itself.  Prime numbers are useful in computing—such as with error-correcting codes and encryption. But while finding which prime numbers multiply together to make the original number (known as prime factorization) is hard (hence its value in encryption), checking whether a number is prime is easier, if tricky. British mathematician Christian Lawson-Perfect made a game to test yourself doing this.  The aim of the game is to sort as many numbers as possible into “prime” or “not prime” in 60 seconds. Give it a whirl.  —Siobhan Roberts  Why it’s so hard to make tech more diverse  In 2017, Tracy Chou was working to expose Silicon Valley’s diversity issues. As an engineer at Pinterest, she’d published a widely circulated blog post calling for tech companies to share data on how many women worked on their engineering teams. She collected their responses in a public database that revealed how homogeneous many technical teams at top companies still were.  About a year later, Chou started a company called Block Partythat targets online harassment by giving Twitter users more control over which tweets appear in their feed and mentions. The service signed up its first paying customers in January.  With her new company, Chou wants to fix some of the problems she’s experienced firsthand in the tech industry—including the sort of online harassment of which she has been a target. Read our full interview with Chou.  —Wudan Yan  This interview is from the latest print edition of MIT Technology Review, all about change. Check it out, and subscribeto read the full thing (and receive future issues!) "
2021-07-16 12:07:16+00:00,"How to mend your broken pandemic brain    Americans are slowly coming out of the pandemic, but as they reemerge, there’s still a lot of trauma to process. It’s not just our families, our communities, and our jobs that have changed; our brains have changed too. We’re not the same people we were 18 months ago.  During the winter of 2020, more than 40% of Americans reported symptoms of anxiety or depression, double the rate of the previous year. That number dropped to 30% in June 2021 as vaccinations rose and covid-19 cases fell, but that still leaves nearly one in three Americans struggling with their mental health. In addition to diagnosable symptoms, plenty of people reported experiencing pandemic brain fog, including forgetfulness, difficulty concentrating, and general fuzziness.  Now the question is, can our brains change back? And how can we help them do that? "
2021-07-16 12:07:16+00:00,"  Why it's so hard to change  Throughout the decades, change has proved difficult—whether you’re trying to make it happen or just reacting to it, as previous issues of MIT Technology Review demonstrate. One story from 1967 claims that resistance to change is mostly borne out of anxiety and self-protection, another from 1971 argues that most broad programs of social change fail, and an article from 1994 articulates anxieties of the time about the coming explosion in internet connectivity. Read about them all, and check out the whole edition of the latest print magazinewhile you’re at it—all about (what else?) change. "
2021-07-15 12:07:24+00:00,"Welcome to the Tokyo Olympics, where public health, money, and politics collide    What’s happening: The Olympic and Paralympic games are set to begin on July 23 in Tokyo. The backdrop is far from ideal. Covid-19 cases are rising in Tokyo, prompting the city to announce its fourth state of emergency since the start of the pandemic. The rising caseload is especially troubling because the country’s vaccination rate remains low. Just 18% of Japan’s population is fully vaccinated. Nevertheless, the International Olympic Committee is pressing on. At stake are billions of dollars in sunk costs, as well as billions more in potential revenue.  What’s next: Experts worry that the influx of 100,000 people during the games could worsen covid-19 in Japan, despite the safety measures. They will be tested at various intervals, and required to download a contact tracing app. There won’t be any audiences at all at venues in and around Tokyo. Despite this, the Olympics could have a ripple effect on covid cases in the country. Perhaps it’s no surprise, then, that polls show more than 80% of Japanese people don’t want the games to happen at all. "
2021-07-15 12:07:24+00:00,"  Facebook is ditching plans to make brain-reading headsets  The news: Facebook has announcedit is discontinuing a project launched in 2017 to build a headset or headband that would allow people to send text messages by thinking. It said consumer brain-reading remains very far off, and it will instead focus on an experimental wrist controller for virtual reality that reads muscle signals in the arm.  The bigger picture: There’s still a craze around brain-computer interfaces more generally. That’s because companies see mind-controlled software as a huge breakthrough—as important as the computer mouse, graphical user interface, or swipe screen.  Woah there: As brain-computer interfaces advance, there are serious new concerns. What would happen if large tech companies could know people’s thoughts? Given Facebook’s poor record on privacy, the decision to halt this research may have the side benefit of putting some distance between the company and rising worries about “neurorights.” "
2021-07-14 12:07:59+00:00,"The lurking threat to solar power’s growth    The problem: Solar power faces a fundamental challengethat could halt the industry’s breakneck growth. Simply put: the more solar you add to the grid, the less valuable it becomes. The problem is that solar panels generate lots of electricity in the middle of sunny days, frequently more than what’s required, driving down prices—sometimes even into negative territory. And solar plant operators can’t easily throttle electricity up and down as needed.  How it’s manifesting: A new report has concluded that California is already experiencing this phenomenon, known as solar value deflation. The state’s average solar wholesale prices have fallen 37% relative to the average electricity prices for other sources since 2014, according to the Breakthrough Institute analysis. It could soon become a broader problem around the world.  Why it matters: Lower prices may sound great for consumers. But it presents troubling implications for the world’s hopes of rapidly expanding solar capacity and meeting climate goals. "
2021-07-14 12:07:59+00:00,"  The world’s biggest ransomware gang just disappeared from the internet  The news: One of the most prolific ransomware gangs in the world suddenly disappeared from the interneton Tuesday morning. The ransomware crew known as REvil is responsible for a whopping 42% of all recent ransomware attacks, but they're known for two hacks in particular: the one on Kaseya earlier this month, and the attack on meat supplier JBS.  Why now? There are a few possible explanations. First, the gang itself may have chosen to retire if they’ve made enough money or felt too much pressure. The United States or its allies may have taken them offline. Or the Russian government, under international scrutiny, may have forced them to shut down. Their disappearance could also be temporary.  Interesting timing: The unexplained exodus came just one day before senior officials from the White House and Russia are scheduled to meet to discuss the global ransomware crisis. "
2021-07-13 12:07:42+00:00,"Here’s what we know about kids and long covid    The risk to children: When it comes to covid, kids have largely been spared. They can get infected and spread the virus, but they have little risk of becoming seriously ill or dying. Yet, just like adults, they can have symptoms that persist well beyond the initial infection. This condition is often referred to as “long” covid. Symptoms in kids mirror those seen in adults: fatigue, muscle and joint pain, headache, loss of taste or smell, respiratory problems, chest tightness or pain, and heart palpitations.  What we know: Even in countries with high vaccination rates, the virus is still circulating among children, the vast majority of whom are either yet to be vaccinated, or ineligible for vaccination. There are only a handful of studies to draw on for kids and long covid, but data from the UK suggests that 10-13% of kids who test positive for covid have symptoms for more than five weeks. Rates from studies in other countries are lower.  What we don’t know: Lots! We don’t know what causes long covid. And we don’t know which kids are more susceptible to it either, although there’s some indication that older kids are at greater risk. There are some anecdotal reports suggesting that vaccination can help to curb long covid, but there’s no data specific to children yet. "
2021-07-13 12:07:42+00:00,"  Welcome to TikTok’s endless cycle of censorship and mistakes  A worrying example: Last week, TikTok creator Ziggi Tyler noticed something disturbingabout how creator bios were being automatically moderated on the app. When he tried to enter certain phrases in his bio, some of them, such as “Black lives matter” and “supporting Black success”, were flagged as inappropriate content. But “I am a neo nazi” and “I am an anti semetic” were acceptable.  The bigger picture: Although TikTok apologized for the “significant” error, caused by an automatic filter set to block words associated with hate speech, it’s far from the only such incident to take place on the platform. A pattern repeats on TikTok: a creator flags a bizarre and potentially harmful issue with its moderation or algorithm, a journalist asks the company to explain, and the issue is fixed. TikTok then releases a statement saying that the problem was the result of an error.  What’s needed: Part of the answer is one of the most longstanding stories in tech: TikTok needs tohire, and listen to, people from a diversity of backgrounds. But greater transparency also has to be part of the solution. "
2021-07-12 12:07:58+00:00,"What Richard Branson's flight to the edge of space means for space tourism    Yesterday, July 11, British entrepreneur and billionaire Richard Branson shot to the edge of space in a vehicle made by his own company, Virgin Galactic.  In the early hours of yesterday morning, Virgin Galactic’s VSS Unity spaceplane took off from Spaceport America in the Mojave Desert, California. Its crew of six, including Branson, was lifted to an altitude of more than 14 kilometers before it was dropped, allowing its single rocket engine to ignite and carry its occupants towards space.  Slightly more than a minute later, traveling at speeds of Mach 3, it reached its maximum altitude – 86 kilometers – affording its crew several minutes of weightlessness and gorgeous views of Earth before safely descending back to Earth, with a total flight time of around 90 minutes.  Yet while the childish race between Branson and Jeff Bezos to be the first billionaire into space has attracted plenty of criticism, yesterday’s flight heralds a key step towards making space travel more accessible than ever before—even if it does just seem like a plaything for the world’s richest men right now. "
2021-07-12 12:07:58+00:00,"  AI voice actors sound more human than ever—and they’re available to hire  There’s a new trend in AI: startups are using deep learning to create realistic digital voice actors for digital assistants, video-game characters, and corporate videos.  AI voices are cheap, scalable, and easy to work with. Unlike a recording of a human voice actor, synthetic voices can also update their script in real time, opening up new opportunities to personalize advertising.  But the rise of hyperrealistic fake voices isn’t consequence-free. Human voice actors, in particular, have been left to wonder what this means for their livelihoods. "
